story,highlights
"['jury selection in the casey anthony murder trial continued saturday afternoon following the rejection of nine potential jurors including one man who posted to his facebook account that he had a title cover and all ready for a book about the case', 'attorneys and chief judge belvin perry jr of the orange county superior court had allowed four potential jurors through from questioning by days end one']","['new two more join others who are considered viable jury pool candidates', 'twelve jurors and eight alt']"
"['its normally the domain of loose change and missing remotes but after what one couple discovered in the sofa you might think twice about sticking your hands down below the cushions', 'a long island couple found a python underneath a couch cushion monday according to the suffolk county society for the prevention of cruelty to animals', 'the apartment located in holbrook had recently been vacated and t']","['long island couple discovers snake in new apartment', 'ball python beneath the couch cushions', 'spca say']"
"['jeb bush might not be announcing his candidacy for president in any time soon but he is sharing his vision of the future with iowan republicans', 'the des moines register reports tuesday that gop iowans recently received mailers from the former floridian governor that sounded more like a campaign pitch than a donation plea for his social fundraising group excellence in education national', 'in the fo']","['gov jeb bushs group is behind a mailer sent to iowa republican voters', 'the mailer was meant to incre']"
"['the three main uk party leaders gave a joint promise tuesday that scotland will get extra powers if it opts to stay part of the united kingdom in a landmark vote in two days time', 'opinion polls have put the proindependence and prounion camps neckandneck in the runup to thursdays referendum', 'with the survival of the union of england scotland and wales as great britain on a knifeedge uk prime minis']","['leaders of the three main uk parties give scotland a joint promise of extra powers', 'voters will go t']"
"['the obama administration sent mixed signals wednesday on its stance on a nofly zone in libya with secretary of state hillary clinton saying un backing was essential while white house spokesman jay carney left the door open to the united states acting unilaterally or in concert with nato allies', 'some critics as well as top democrats such as sen john kerry of massachusetts have called for a stronge']","['clinton un backing is important', 'white house us nato have the right to act unilaterally', 'approval fro']"
"['the un security council approved a resolution monday to send peacekeepers to abyei sudan as part of a recent agreement between sudan and southern sudan', 'the resolution will establish for six months the united nations interim security force for abyei unisfa comprising a maximum of military personnel police personnel and appropriate civilian support the resolution states', 'it passed the council unan']","['new clinton commends the swift passage of the un resolution', 'the resolutions establishes a sixmonth ']"
"['if youve read suzanne collins hunger games trilogy then the odds are ever in your favor when it comes to cocktail party conversations about katniss the mockingjay and the quarter quell', 'if you havent then that was all gibberish but it doesnt have to be', 'as catching fire the second movie in the series comes to theaters november weve got all the information you need to dazzle friends with your talk']","['catching fire finds heroine katniss back in the hunger games arena', 'the movie further explores the l']"
"['the senate homeland security committee has scheduled a public hearing on the prostitution scandal involving us military and secret service agents in colombia', 'the hearing will take place may sen joe lieberman the committee chairman told cnns state of the union', 'liebermans is one of four congressional committees looking into the incident', 'secret service director mark sullivan and acting inspector ']","['new rep king says he declined a meeting with one of the prostitutes', 'lieberman the senate homeland s']"
"['cnnthanks to the resilience of us workers and businesses of all sizes made in america is making a comeback', 'according to data released last week by the department of commerce american businesses exported trillion in goods and services in hitting a record high for the fifth straight year the united states sold more to our free trade partners than ever before and logged record exports to more than ']","['american businesses exported trillion in goods and services in', 'penny pritzker and mike froman unfai']"
"['us energy secretary ernest monizs planned visit to india next week has been delayed an energy department official said wednesday', 'the postponement of the trip comes amid tensions between new delhi and washington over the treatment of an indian diplomat who was arrested in new york last month on charges of fraud and making false statements on a visa application for her former housekeeper', 'i can co']","['new india orders a club at the us embassy in new delhi to halt commercial activities', 'us energy secr']"
"['english premier league club liverpool have appointed brendan rodgers as their new manager', 'after being introduced by liverpool chairman tom werner the rodgers who moves to anfield from swansea city revealed that he had insisted that he would not work under a director of football', 'that was something i made clear i couldnt work with said the northern irishman what you need is an outstanding team we']","['english premier league club liverpool appoint brendan rodgers as manager', 'rodgers reveals that he wo']"
"['eric mace says he thought he was giving his daughter good advice by asking her to sit up front in class', 'ryanne mace was when she was killed last year in a shooting rampage at northern illinois university', 'id like you to sit in the front row of every class that youre in and constantly drag information out of these people and if you dont understand what theyre talking about raise your hand and say']","['steven kazmierczak carried out shooting spree at northern illinois february', 'father of ryanne mace t']"
"['pakistani president asif ali zardari on tuesday insisted that his countrys nuclear arsenal is definitely safe despite growing concerns about recent gains by the taliban along the countrys border with afghanistan', 'pakistani president asif ali zardari insists his countrys nuclear arsenal is definitely safe from militants', 'in an interview with cnns wolf blitzer zardari responded to the fact that the']","['pakistani president insists his states nuclear arsenal is safe despite taliban gains', 'recent gains b']"
"['the federal aviation administration on friday told regional airports across the country it would begin closing their air traffic control towers in april but said it would spare another towers that had been on the chopping block', 'the agency said the cuts are necessary to help meet million in forced spending cuts', 'the tower closures will begin april and will be phased in over four weeks faa chief o']","['transportation secretary calls it difficult choices that we have to make', 'faa administrator says age']"
"['japans ministry of health labor and welfare is investigating a report that workers at the damaged fukushima daiichi nuclear power plant were told to use lead covers in order to hide unsafe radiation levels an official said', 'the alleged incident happened december nine months after a major earthquake and tsunami ravaged northern japan and damaged the plant', 'well firmly deal with the matter once the']","['the incident allegedly happened at the damaged fukushima daiichi plant', 'the government and plant ope']"
"['getting out of her car the wife of a furloughed government worker walked toward a small building full of free food', 'she approached the door with her head down an attendant asked for her name she looked up and began to sob', 'its ok its not your fault the volunteer said as she wrapped her arms around the crying woman', 'chesapeake cares food pantry located miles from the political impasse in washingto']","['some furloughed workers say they cant feed their families without help', 'these folks furloughed emplo']"
"['a florida jury has recommended the death penalty for a plumber who kidnapped raped and murdered a police detectives daughter', 'denise lees frantic call was the centerpiece of her killers trial', 'michael king showed no reaction friday afternoon as the jurys decision was announced in sarasota jurors deliberated for nearly three hours', 'king was convicted a week ago of firstdegree murder and related of']","['jury votes to recommend death sentence', 'michael king convicted of kidnapping and murdering denise le']"
"['the head of libyas opposition government told reporters saturday he welcomed a call friday by russian president dmitry medvedev for moammar gadhafi to step down', 'medvedevs statement echoing the stance of american and european leaders appeared to indicate a closing diplomatic window for the longtime libyan strongman', 'the chairman of the national transitional council mustafa abdul jalil said he has']","['new national transitional council in financial crisis chairman says', 'a libyan official says nato str']"
"['hes gone so now what', 'how do those who clogged the streets of egypt on wednesday wanting so desperately to oust mohamed morsy the nowdeposed president of egypt feel about the future now it appears to be wide open', 'earlier this week cnn spoke to four protesters about their hopes demands and expectations from a veteran demonstrator in cairo who has marched in crowds since the beginning of egypts re']","['protesters against former egyptian president celebrated now are looking to the future', 'cnn asked pro']"
"['it is a sunday night in bridgetown barbados', 'here on this caribbean island and on the others that make up whats known as the west indies life revolves around one thing cricket', 'on this night locals gather at historic kensington oval which hosted the world cup final there are no national teams on display this time but there is a local trophy up for grabs', 'its enough to draw a large crowd of boiste']","['west indian cricketers shunned after touring apartheidera south africa', 'they defied international co']"
"['another day another fight about reclining seats on a us airline flight', 'in the third serious airline legroom incident in two weeks an angry passenger caused yet another flight to divert monday night', 'delta air lines flight from new yorks laguardia airport to west palm beach florida was rerouted to jacksonville florida a passenger became irate about the traveler in front of her trying to recline h']","['delta air lines flight diverted after seat recline issue', 'airline passengers who recline their seats']"
"['the us supreme court on thursday declined to hear an emergency application for a stay filed by a florida deepsea salvage company that wanted to maintain possession of a half billion dollars worth of gold and silver coins until a final decision is made about who owns them', 'spain has now been victorious at every level in the united states courts from tampa to atlanta to washington said jim goold wh']","['odysseys bid to hold on to gold and silver coins was set back', 'justice clarence thomas declined the ']"
"['the hollywood reporterthe original cast of twin peaks is backing david lynch in his salary standoff with showtime', 'the stars have teamed together for a video backing the shows cocreator with a savetwinpeaks campaign that says doing the revival without lynch is like pies without cherries among other nods to the original drama series', 'sherilyn fenn sheryl lee james marshall peggy lipton and other f']",['twin peaks creator david lynch announced he was departing the showtime revival of the cult series s']
"['thailands rice bowl is now thailands nightmare', 'the chao phraya river delta nourishes the nations vast rice paddies but friday the river and its many tributaries eyed the capital bangkok like a ferocious animal stalking its prey', 'monsoonal rains have flooded thailands plains and now the bursting river threatens to drown bangkok', 'the water has already turned parking lots into marinas markets into ']","['thailands monsoonal flooding is the worst in decades', 'fears spread that bangkok will drown', 'torrents ']"
"['egypts revolution has made life tougher still for cairos taxi drivers struggling to make a living on the citys chaotic congested and potholed streets says the author who has written a bestselling book about them', 'khaled alkhamissis novel taxi first published in has been translated into languages it features fictional monologues with taxi drivers recreated from his own experience a new postrevolut']","['life has got harder for taxi drivers since the revolution says khaled alkhamissi', 'author has been un']"
"['campus protests against rising tuition fees are considered a ritual at south korean universities', 'each year the tuition goes up students bring out banners and loudspeakers shave their heads take over the university presidents office and use other creative methods to get the schools to cut back on tuition the fight usually comes to an end by the time flowers start blooming on campus', 'but final exa']","['south korean students protest high tuition fees', 'students say south koreas president didnt keep prom']"
"['the man suspected of trying to attack the dutch royal family by crashing his car near their bus has died dutch police said friday', 'a car is pictured after crashing into the crowd waiting for the visit of the royal family in apeldoorn', 'the man whose name was not released had been seriously injured in the crash thursday in the town of apeldoorn about miles east of amsterdam police said he died earl']","['incident happened during the netherlands annual queens day celebration', 'car hit crowd near opentop b']"
"['from fighting terrorism to processing payments in the blink of an eye facial recognition is set to change our ideas on privacy', 'a number of exciting developments in the field could even push its toughest critics to reconsider', 'the more people get out of it the more theyll surrender to it says manolo almagro senior vice president of digital for tpn inc almagro believes that people will only embrac']","['soon you could pay for goods simply by showing your face to a scanner', 'government agencies are keen ']"
"['in photographer matika wilbur sold everything in her seattle apartment and hit the road on a crosscountry journey', 'her goal to photograph individuals from each of the federally recognized native american tribes in the united states and memorialize their stories', 'since then the number of federally recognized tribes has risen to and wilbur is still crisscrossing the country immersing herself in the']","['matika wilbur began touring the country in to photograph native americans', 'those images project show']"
"['fall river massachusetts cnnis there hidden meaning in recorded jailhouse calls with former new england patriots star aaron hernandez after his arrest defense attorneys and prosecutors are in a pitched battle over whether a jury should be able to hear them during his ongoing murder trial in its eighth full week of testimony', 'snippets of the conversations are contained in motions filed by both sid']","['prosecutors contend recorded jailhouse calls are proof of conspiracy to conceal evidence', 'aaron hern']"
"['two tank barges loaded with light crude oil struck a bridge in the mississippi river early sunday morning', 'the coast guard said it was trying to determine how many gallons may have been spilled into the river near vicksburg mississippi', 'the tank that was leaking contained gallons of oil', 'a coast guard team has stopped the source of the spill the agency said in a news release', 'the river is closed ']","['two barges strike bridge near vicksburg mississippi and one leaks oil', 'the barge that was leaking wa']"
"['matador network from choosing the right festival to tips on camping and pacing yourself through the shows heres almost everything youll need to know about preparing for your next music festival', 'when i went to my first summer musical festival a few years back i was unprepared and couldve used a little guidance since then ive covered lollapalooza pitchfork music festival moedown and other summer f']","['when choosing a music festival think about if youre willing to camp overnight or stay in a hotel', 'bo']"
"['there is a phrase that has long been used in discussing nuclear warfare', 'mutual assured destruction', 'what it means is that if various enemies develop and use the most powerful and harmful weapons available everyone will lose everyone will die', 'national politics is not literal warfare although its practitioners like to use the language of combat', 'war rooms', 'battleground states', 'attack ads', 'and as ']","['bob greene political campaigns resemble warfares mutually assured destruction', 'he says politicians b']"
"['a chinese musician famous for playing a twostringed fiddle a hollywood drama about two prison inmates a united airlines flight bound for washington and cnn what do they have in common', 'if you try to search abing the shawshank redemption and cnn on sina weibo chinas equivalent of twitter you receive this terse message according to relevant laws and policies results are not displayed', 'these terms h']","['chinese censors block a growing number of keywords related to blind activist chen', 'internet users in']"
"['cnnmost airline pilots have an above average ability to compartmentalize personal problems the cockpit is our safe place the flight deck is a structured world of black and white checklists procedures standardization', 'stress from the job is an accepted part of our career however sometimes during the course of an airline pilots career or anyones career for that matter stress issues may manifest as ']","['les abend there were likely warning signs during the copilots training', 'he says andreas lubitz had t']"
"['nothing says sore loser like threatening to leave the country after an election defeat and thats what hundreds of thousands of americans have done by petitioning for their states secession on the white house website its reminiscent of the great british tradition of rightwing celebrities threatening to leave the uk if the labour party wins power alas they never do', 'from the demography and geograph']","['tim stanley secession movement reveals real feelings of some conservatives', 'he says its not realisti']"
"['suspected cop killer eric matthew frein appears to have left handwritten notes in the pennsylvania woods in which he chillingly describes his ambush of two state troopers last month state police lt col george bivens said wednesday', 'friday september got a shot around pm and took it he dropped i took a follow up shot on his head neck area he was still and quiet after that another cop approached the']","['eric frein appears to have left notes after allegedly killing cop in pennsylvania', 'frein suspected i']"
"['if he had been listening from his car monday morning radio veteran steak shapiro knew what he would have thought of a bit mocking a former new orleans saint now battling lou gehrigs disease', 'i would have been offended', 'why the now former host of mayhem in the am on atlantas the zone offered up plenty of reasons in an interview tuesday with cnns brooke baldwin and none of his descriptions of the n']","['an atlanta radio station fires three hosts for mocking exsaints player steve gleason', 'gleason has al']"
"['polygamist sect leader warren steed jeffs who is awaiting trial in southern utah was charged with eight additional felony counts from arizona in two separate cases authorities said thursday', 'polygamist warren jeffs is facing eight additional counts related to alleged incest and sexual contact with a minor', 'a grand jury indicted jeffs may on two counts of sexual conduct with a minor and two counts']","['in may polygamist leader indicted on charges in case', 'on thursday hes indicted on additional counts ']"
"['the historic measure to regulate and tax marijuana in washington state deserves to be looked at closely as a model of how legalization ought to be designed and implemented elsewhere in america', 'weve turned a significant corner with the approval of initiative which purposefully offers a true public health alternative to the criminal prohibition of pot', 'for the first time in a very long time the we']","['on tuesday voters in washington state and colorado legalized recreational marijuana', 'roger roffman w']"
"['the father of a man accused of plotting terror attacks in new york says the charges against his son dont add up', 'it is an accusation that does not seem very true because my son was never involved in any terrorist acts father juan jose pimentel told cnn en español tuesday my son is not capable of something like that', 'pimentel who lives in the dominican republic said his son jose pimentel had been ']","['juan jose pimentel says his son wasnt involved in terrorism', 'father jose pimentel became depressed a']"
"['an alaska judge has denied bristol palins request that her court fight with exboyfriend levi johnston over custody of their son be kept private to avoid a media circus', 'the daughter of former alaska gov sarah palin is seeking full custody of tripp contending that johnston is too immature to be a responsible father and that his mothers felony drug conviction makes her a danger to the child', 'bristo']","['levi johnston is seeking shared custody of tripp palin now a year old', 'bristol palin requested that ']"
"['with its palaces sculpted parks concert halls and museums vienna is a city steeped in culture', 'once home to composers including beethoven mozart and johann strauss and to artists gustav klimt oskar kokoschka and egon schiele as well as the father of psychoanalysis sigmund freud vienna has been at the forefront of major cultural movements for centuries', 'but that doesnt mean its stuck in the past v']",['vienna is a city steeped in culture cnn worlds treasures selects the top cultural destinations for ']
"['a suicide bombing mastermind in the pakistan taliban has been gunned down and killed in the countrys northeastern tribal region just days after a major faction in the militant group announced it was breaking away over ideological differences', 'gunmen riding in a car attacked ashiqullah mehsud a senior commander in the leadership of the group known formally as the tehreekitaliban pakistan ttp in th']","['ashiqullah mehsud was a key figure and trainer of suicide bombers in the group', 'his execution comes ']"
"['as halloween approaches my daughter is getting excited about choosing a scary costume for trickortreating and the prospect of a bucket full of sweets', 'i usually accompany her but this year has stirred memories of a genuinely spooky encounter reawakened by a recent assignment for cnn', 'the british film institute is about to release the full version of the shining minutes more than previously seen i']","['the british film institute is releasing the full version of the shining', 'cnns neil curry found myste']"
"['cnn student news may', 'quick guide', 'west bank settlements learn about the unsettled issue of settlements in the west bank', 'education budget cuts hear how a proposed budget cut could impact california students', 'hurricane readiness consider how prepared some americans are for hurricane season', 'transcript', 'this is a rush transcript this copy may not be in its final form and may be updated', 'carl azuz ']","['learn about the unsettled issue of settlements in the west bank', 'hear how a proposed budget cut coul']"
"['robel phillipos a friend of boston marathon bombing suspect dzhokhar tsarnaevs was convicted tuesday on two counts of lying to federal agents investigating the bombing according to the us attorneys office', 'prosecutors said phillipos lied to investigators about being in tsarnaevs college dorm room at the university of massachusettsdartmouth after the bombing', 'he faces up to eight years in prison o']","['robel phillipos convicted of lying to federal agents in boston marathon bombing probe', 'he is a frien']"
"['recently investors celebrated the birthday of the current bull market which turned five years old on this anniversary its worth reflecting on how valuations particularly of technology companies are being calculated', 'on thursday the wall street journal reported that airbnb a travel rental company which has not released information about its revenue or profitability may be approaching a valuation o']","['brian hamilton have billiondollar valuations of companies become the norm', 'hamilton even a decent bu']"
"['house speaker john boehners threatened lawsuit against president obama has elicited scorn from the right and blistering attacks from the left so why is boehner pursuing it perhaps because he thinks he just might win in the end', 'as political stunts go boehners is too transparent for my tastes and i say this as a guy who has perpetrated some serious stunt work in my political career', 'boehners not a']","['paul begala why is boehner suing obama in face of criticism because he may win', 'he sees hypocrisy in']"
"['english champions manchester united agreed a deal to sign highlyrated young goalkeeper david de gea from atletico madrid on wednesday', 'the who helped spains team to win the european championship title last weekend passed a medical at old trafford on monday and will join on a fiveyear contract', 'he follows england winger ashley young and defender phil jones in moving to the uefa champions league fi']","['spain goalkeeper david de gea to sign fiveyear contract at manchester united', 'english champions agre']"
"['cnnemergency operators get lots of crazy calls but few start like this', 'caller hello im trapped in this plane and i called my job but im in this plane', 'operator youre where', 'caller im inside a plane and i feel like its up moving in the air flight can you please tell somebody to stop it', 'the frantic call came just as the alaska airlines flight had taken off from seattletacoma international airport']","['the ramp agent fell asleep in the planes cargo hold', 'he can no longer work on alaska airlines flight']"
"['sprawled out before us sits the exterior of the worlds biggest building by volume they make airliners here big ones', 'lets go see some airplanes says our boeing vip tour guide', 'i remind myself this doesnt happen very often', 'yeah yeah yeah boeing offers public tours of this airliner factory north of seattle every day this aint that this is special', 'as part of a convention of aviation fans called av']","['boeing allowed aviation fans unique factory access during a february convention', 'avgeeks toured fact']"
"['the owner of luscious garage is wondering whether the electric wall outlet will be the gas tank of the future', 'a toyota prius hybrid owned by luscious garage has been converted to run on electricity', 'drivers of gassipping hybrid vehicles are increasingly interested in converting their vehicles from gasoline powered to electric according to garage owner and lead technician carolyn coquillette', 'whi']","['san francisco garage converts hybrid vehicles to plugin electric power', 'for luscious garage converts']"
"['fighting continued monday as rival libyan militias battled for tripoli international airport and the interim government said it was considering asking for international military help', 'in a statement aired on a private libyan television channel one of the three main zintan groups in tripoli said that at least two members of the force defending positions at the airport were killed in a rocket attac']","['new government says commanders who fire on civilian buildings will face charges', 'rockets reportedly ']"
"['cnn reported monday on the heartrending story of emily bauer a teenager from houston who suffered a debilitating stroke after consuming what has come to be known as synthetic marijuana', 'although the role that synthetic marijuana played in emilys medical condition is not yet clear what is clear is that these new chemicals might not even exist if it werent for the prohibition of marijuana a plant t']","['emily bauer suffered a debilitating stroke after consuming synthetic marijuana', 'jag davies these che']"
"['londons heathrow airport is fully operational and returning to normal after an emergency landing friday forced the closing of both runways the airport said but many travelers are likely to suffer delays anyway', 'british airways has canceled all its inbound and outbound shorthaul flights until pm am et as a result of the incident', 'and heathrow airport has warned of disruption to travel that could l']","['new british airways cancels all its shorthaul flights through heathrow until pm', 'heathrow the airpor']"
"['a cleveland police officer shot tamir rice about two seconds after the officer and a partner pulled up in a car to investigate reports that someone was brandishing a gun at a park surveillance video that police released wednesday shows', 'tamir who had what police said is an air gun that looked like a real firearm died sunday a day after he was shot outside a recreation center', 'police also released']","['police boy had pointed weapon in cleveland park but it turned out to be air gun', 'officers went to pa']"
"['north korea has confirmed to swedish diplomats that it is holding an american citizen the us state department said friday', 'the state department has declined to confirm the identity of the citizen citing privacy issues but the family of merrill newman of palo alto california has said he has been detained in north korea since october', 'washington does not have diplomatic relations with pyongyang and']","['detained mans wife the family feels there has been dreadful misunderstanding', 'the postcards sent to ']"
"['eighttime gold medal winner at the beijing olympics and multiple worldrecord holder michael phelps warmed up for the swimming world championships in rome by setting a new mens world record in the meters butterfly', 'michael phelps attacks the pool in indianapolis to set a new world mark in the fly', 'the american shaved of a second from the previous mark set by compatriot ian crocker in with a time o']","['michael phelps sets new mens fly world record time of', 'the american has now qualified for three even']"
"['no alabama clobbered no louisiana state university monday night winning college footballs bowl championship series', 'the rematch of the century took place in new orleans and this time there was more at stake than just bragging rights', 'follow the sicom live game blog', 'the showdown for the bcs title came two months after the two giants battled in a tense southeastern conference matchup', 'both teams w']","['crimson tide shuts out the tigers', 'the two battled in november with lsu coming out on top']"
"['when the obama administration unveils its national security strategy thursday it will be the first time a president explicitly recognizes the threat posed to the country by radicalized individuals at home', 'for the first time since the nss integrates homeland security and national security according to highlights of the plan given to cnn by a senior administration official said', 'the security strat']","['homegrown terrorism included after spate of terrorrelated plots', 'strategy acts as blueprint for how ']"
"['cnn student news march', 'science politics geography and math all factor in to thursdays edition of cnn student news if youve never heard of the latitudinal roaring forties you cant fathom why fish would travel by truck and you dont know what the record is for girl scout cookie sales you wont want to miss this show', 'on this page you will find todays show transcript the daily curriculum and a place ']","['this page includes the show transcript and the daily curriculum', 'use the transcript to help students']"
"['former champion michael schumacher has been discharged from a swiss hospital and is returning to his home where hell continue his recovery from head injuries suffered in a skiing accident last year his spokeswoman said tuesday', 'considering the severe injuries he suffered progress has been made in the past weeks and months said sabine kehm', 'there is still however a long and difficult road ahead', 's']","['michael schumacher is to continue his rehabilitation at home his spokeswoman says', 'he has been disch']"
"['doctors completed an autopsy of moammar gadhafi on sunday with the chief pathologist confirming the former libyan leader died of a gunshot wound to the head', 'dr othman elzentani would not disclose whether findings revealed if gadhafi suffered the wound in crossfire or at closerange a key question that has prompted the united nations and international human rights groups to call for an investigati']","['new gadhafis son saadi is outraged over circumstances surrounding his death', 'gadhafi was killed thur']"
"['after receiving nearly reports of stuck gas pedals in ford and mazda vehicles federal regulators said tuesday they have launched an investigation into the problem which is a suspected cause of one death and nine injuries', 'the stuck accelerators are being investigated for their possible role in one fatal accident nonfatal crashes or fires and eight injury accidents according to the national highwa']","['nhtsa has received nearly reports of stuck gas pedals', 'ford and mazda issued some recalls for the pr']"
"['rory mcilroy was confirmed as winner of the race to dubai sunday despite not lifting a club in anger for six weeks', 'victory for american brooks koepka in the turkish airlines open at the expense of mcilroys nearest challengers marcel siem jamie donaldson and sergio garcia left the northern irishman with an unassailable lead ahead of the dp world tour championships in dubai later this week', 'it is ']","['brooks koepka wins turkish open title', 'holds off ian poulter by a shot at antalya', 'rory mcilroy confi']"
"['sebastian vettels run of four successive victories ended on sunday but the germans remarkable drive in abu dhabi kept him in pole position to become formula ones youngest triple world champion', 'after being disqualified from saturdays qualifying due to a technical infringement the red bull star was allowed to start from the pit lane but still managed to finish third after one of the most chaotic r']","['kimi raikkonen wins abu dhabi grand prix but sebastian vettel retains overall lead', 'vettel finishes ']"
"['an unprecedented global crime wave threatens the most important natural places on earth and we are failing in our efforts to stop it', 'look past the drug wars the counterfeiting industry and human trafficking and youll find one of the next biggest criminal enterprises in the world the trade in illicit wildlife', 'trafficking in wildlife and its body parts is exploding in popularity among global crim']","['carter roberts wildlife trade a growing global criminal enterprise poorly addressed', 'its an environm']"
"['cnnin songwriter san bao fell in love with musical theater then an alien art form in china when he saw a videotaped version of cats which became the longest running musical in broadway history', 'fast forward three decades and san bao who has enjoyed a successful career writing pop songs and helming music production at the beijing olympics wants to make homegrown musicals to rival some of andrew ll']","['china has no musical theater tradition although musicals like mamma mia have been big hits', 'san bao ']"
"['the muchmaligned colorcoded homeland security advisory system is about to be consigned to the proverbial dustbin of history', 'not that anyone is really paying attention', 'homeland security secretary janet napolitano is expected to announce thursday that the almost threat alert system will go away in april it will be replaced by the new national terror advisory system that will focus on specific thr']","['homeland security secretary janet napolitano will make official announcement thursday', 'the new syste']"
"['britains prince william and fiancee kate middleton made their first official engagement as a couple thursday launching a lifeboat in wales', 'the pair who are due to marry in april officially named the hereford endeavour lifeboat in a ceremony at the trearddur bay lifeboat station in anglesey north wales middleton wearing a vivien sheriff blackfeathered beret threequarter length cream coat and sued']","['prince william and kate have conducted their first official engagement together', 'the couple attended']"
"['los angeles california cnn the long lines of parked cars outside dodger stadium could have been the typical sign of an afternoon game featuring the boys in blue but the massive crowd of cars at the stadium during the weekend had more to do with income than infield plays', 'applicants wait their turn for an interview at the dodger stadium job fair on saturday', 'a twoday job fair to fill some parttime']","['parttime jobs go from stadium security to hawking beer during the games', 'dodgers officials said they']"
"['the weddings have happened but will they count', 'a day after a federal judge struck down a michigan state amendment restricting marriage to between one man and one woman gay and lesbian couples lined up saturday to make their unions official', 'we never thought that wed see this day said ann watson who wed her partner of more than years in that sense its amazing', 'watson who works for turner broadcas']","['woman married in michigan says she expected the stay', 'gay lesbian couples marry for the first time i']"
['the deadly attack in kabul on shiite worshippers celebrating the feast of ashura adds one more layer to the countrys overlapping security crises and they evoke violent sectarian rivalries in iraq and pakistan where animosity between sunni and shia runs deep afghanistan has its own cultural rifts between ethnic pashtun and tajik for example but its rare to see such an explosion of religiously moti'],"['shiite worshippers were attacked as they celebrated ashura', 'the attack harkens violent sectarian riv']"
"['aid organizations have deployed emergency response teams to haiti and appealed for donations after the caribbean nation was was struck by a devastating earthquake described by local officials as a catastrophe of major proportions', 'the magnitude earthquake struck southern haiti on tuesday knocking down buildings and inflicting a new catastrophe on the western hemispheres poorest nation', 'humanitari']","['temporary field hospital needs supplies pain meds bandages doctor writes', 'us military says humanitar']"
